Frequency_Hz,Power_dB
59280.3955078125,-147.5001074011903
59356.689453125,-147.82432757937082
59432.9833984375,-148.09564872026036
59509.27734375,-147.8961660414284
59585.5712890625,-147.24460840172506
59661.865234375,-146.46305652006174
59738.1591796875,-146.32242745907234
59814.453125,-142.55110895275627
59890.7470703125,-118.77544716923549
59967.041015625,-103.49822745916681
60043.3349609375,-104.4047829016452
60119.62890625,-123.63453234740047
60195.9228515625,-145.13849565560506
60272.216796875,-141.57905980869435
60348.5107421875,-141.4576452825312
60424.8046875,-141.99194620574704
60501.0986328125,-142.61869332032103
60577.392578125,-143.18243914178487
60653.6865234375,-143.58161479501422
60729.98046875,-143.60076537301543
60806.2744140625,-141.37076957425558
60882.568359375,-125.46117707759169
60958.8623046875,-108.3045803281557
61035.15625,-107.54784883739681
61111.4501953125,-124.37624373243469
61187.744140625,-143.3367252842219
61264.0380859375,-140.6884783469927
61340.33203125,-140.5712277998946
61416.6259765625,-140.89110611804296
61492.919921875,-141.27973693309883
61569.2138671875,-141.65266977639772
61645.5078125,-141.96639924321377
61721.8017578125,-142.10161286825618
61798.095703125,-141.3344181112973
61874.3896484375,-132.89511909137977
61950.68359375,-114.68091450539106
62026.9775390625,-112.16061860704289
62103.271484375,-126.98651240076755
62179.5654296875,-142.7520383639235
62255.859375,-141.1084664402037
62332.1533203125,-141.05126277102275
62408.447265625,-141.26249077159306
62484.7412109375,-141.52984988059532
62561.03515625,-141.80273581182445
62637.3291015625,-142.0306878998353
62713.623046875,-142.01501906326047
62789.9169921875,-140.74097460075325
62866.2109375,-132.70377712279048
62942.5048828125,-112.01145156018444
63018.798828125,-107.85554431914476
63095.0927734375,-120.53343476898513
63171.38671875,-142.23862007021614
63247.6806640625,-138.64229811061594
63323.974609375,-138.2220347599237
63400.2685546875,-138.14900949684792
63476.5625,-138.1004545752075
63552.8564453125,-138.01758600799752
63629.150390625,-137.93195024861356
63705.4443359375,-138.0630420205335
63781.73828125,-139.2420571559166
63858.0322265625,-128.6785168407946
63934.326171875,-97.84394951369339
64010.6201171875,-92.58369111936793
64086.9140625,-102.34197795086394
64163.2080078125,-135.9970417079854
64239.501953125,-137.87564454322276
64315.7958984375,-136.97711549881703
64392.08984375,-136.99785318959232
64468.3837890625,-137.17348208326376
64544.677734375,-137.34684493398336
