Frequency_Hz,Power_dB
802383.4228515625,-135.14243645916892
802459.716796875,-135.02393458257882
802536.0107421875,-134.8815158786479
802612.3046875,-134.72941876553793
802688.5986328125,-134.65377363197314
802764.892578125,-135.10456631513958
802841.1865234375,-141.31349631172537
802917.48046875,-103.87929683101837
802993.7744140625,-94.85248289088292
803070.068359375,-101.20632871187767
803146.3623046875,-130.71176979844867
803222.65625,-136.1659023733564
803298.9501953125,-136.6724769963484
803375.244140625,-136.30887268248892
803451.5380859375,-135.77913340794728
803527.83203125,-135.22378943852553
803604.1259765625,-134.70592794657645
803680.419921875,-134.3857072008745
803756.7138671875,-135.0787381649509
803833.0078125,-147.81737704502672
803909.3017578125,-105.6426733096788
803985.595703125,-94.76671712663344
804061.8896484375,-99.43367534756308
804138.18359375,-125.1845508311859
804214.4775390625,-138.01173943737743
804290.771484375,-140.2884577440095
804367.0654296875,-139.6286589992003
804443.359375,-138.518401345183
804519.6533203125,-137.41266437375052
804595.947265625,-136.43491633261198
804672.2412109375,-135.7853969419419
804748.53515625,-136.478235526973
804824.8291015625,-148.26423924585345
804901.123046875,-108.70727062431057
804977.4169921875,-95.84271626342102
805053.7109375,-98.8808585713791
805130.0048828125,-121.2387551701788
805206.298828125,-140.8930449518077
805282.5927734375,-146.0427393469373
805358.88671875,-144.99642548271655
805435.1806640625,-143.38496959557162
805511.474609375,-141.62599415403196
805587.7685546875,-140.04148483869668
805664.0625,-138.9038345311242
805740.3564453125,-139.2366283945859
805816.650390625,-158.74207582566942
805892.9443359375,-113.86643618209294
805969.23828125,-98.74235008410201
806045.5322265625,-100.22332081340352
806121.826171875,-119.37396103117969
806198.1201171875,-141.4335120717924
806274.4140625,-157.0724783660407
806350.7080078125,-154.78017540268797
806427.001953125,-148.7626936164837
806503.2958984375,-144.58074284125715
806579.58984375,-141.71488590022727
806655.8837890625,-139.90385191167096
806732.177734375,-140.2401128298173
806808.4716796875,-146.1690607691667
806884.765625,-113.83089990729664
806961.0595703125,-96.4301828037806
807037.353515625,-96.28699357789387
807113.6474609375,-113.12304829638443
807189.94140625,-143.73126832695422
807266.2353515625,-141.43726500253362
807342.529296875,-141.0775257774665
807418.8232421875,-143.37162686945084
807495.1171875,-147.26925359706243
807571.4111328125,-153.05238123994977
807647.705078125,-154.1732765222646
807723.9990234375,-154.6530859976305
807800.29296875,-140.41364947468898
807876.5869140625,-116.76209978221088
807952.880859375,-96.91444196698696
808029.1748046875,-95.1478978167786
808105.46875,-109.7851930237038
808181.7626953125,-151.69044504898008
808258.056640625,-135.7502086814868
808334.3505859375,-135.1767963321916
808410.64453125,-136.05522692972954
808486.9384765625,-137.34181447759005
808563.232421875,-138.83766495277808
808639.5263671875,-140.38666937053597
808715.8203125,-141.23098188744447
808792.1142578125,-137.47692572193117
808868.408203125,-121.94821265274294
808944.7021484375,-99.4805725525699
809020.99609375,-96.07521258747298
809097.2900390625,-108.64901672407903
809173.583984375,-149.66522976423857
809249.8779296875,-134.84677316794514
809326.171875,-134.31940571867193
809402.4658203125,-134.85198807563688
809478.759765625,-135.6287256429147
809555.0537109375,-136.48555528114736
809631.34765625,-137.33130511629653
809707.6416015625,-137.85405551538008
809783.935546875,-136.46728093825934
809860.2294921875,-126.87551619421552
809936.5234375,-101.2821364901356
810012.8173828125,-96.23233746285476
810089.111328125,-106.82939863164988
810165.4052734375,-144.73824762983068
810241.69921875,-134.81695189783107
810317.9931640625,-134.31937067876913
810394.287109375,-134.59945729424606
810470.5810546875,-135.0260510018975
810546.875,-135.47439462880658
810623.1689453125,-135.9018000593284
810699.462890625,-136.23304527305885
810775.7568359375,-136.09202885387424
810852.05078125,-132.8004302894851
810928.3447265625,-103.39507748820431
811004.638671875,-96.68177332291135
811080.9326171875,-105.3876489813137
811157.2265625,-139.51162694749036
811233.5205078125,-136.0065041225643
811309.814453125,-135.76805714932337
811386.1083984375,-135.88164407770023
811462.40234375,-136.04551196222658
811538.6962890625,-136.20138524938992
811614.990234375,-136.34316240561122
811691.2841796875,-136.506047105982
811767.578125,-136.89358832485942
811843.8720703125,-139.28838199929424
811920.166015625,-106.45127479506519
811996.4599609375,-98.01872457401205
812072.75390625,-104.93117365680165
812149.0478515625,-135.58263282303264
812225.341796875,-138.56922016629434
812301.6357421875,-139.03423427869848
812377.9296875,-139.10288926402234
812454.2236328125,-139.0701597196869
812530.517578125,-138.99544322510633
812606.8115234375,-138.90740109483883
812683.10546875,-138.89530547088594
812759.3994140625,-139.41684405523733
812835.693359375,-141.56485577659785
812911.9873046875,-110.03824232817004
812988.28125,-99.88672069970939
813064.5751953125,-105.03657338816345
813140.869140625,-132.6420586642171
813217.1630859375,-142.50727264169828
813293.45703125,-144.08889918718273
813369.7509765625,-144.52169937276068
813446.044921875,-144.5438930501248
813522.3388671875,-144.2427538875819
813598.6328125,-143.6971513042095
813674.9267578125,-143.16783502761663
813751.220703125,-143.63530023952072
813827.5146484375,-138.9855620526245
813903.80859375,-110.46779251505262
813980.1025390625,-98.55436228759267
814056.396484375,-101.99484057228736
814132.6904296875,-126.53138012855072
814208.984375,-146.18294958652922
814285.2783203125,-145.6425018286755
814361.572265625,-147.3663441495915
814437.8662109375,-149.09447554970032
814514.16015625,-147.6328042785498
814590.4541015625,-144.5755355005503
814666.748046875,-142.57398848217986
814743.0419921875,-144.99575636359336
814819.3359375,-130.9476819697294
814895.6298828125,-104.94850701538934
814971.923828125,-91.07812588496273
815048.2177734375,-92.87791048981384
815124.51171875,-114.35346891729733
815200.8056640625,-137.1910242892483
815277.099609375,-130.26446114719204
815353.3935546875,-130.08085847284912
815429.6875,-130.69567215232988
815505.9814453125,-131.49564130638464
815582.275390625,-132.33298707673208
815658.5693359375,-133.09253372046444
815734.86328125,-133.3502371606305
815811.1572265625,-130.78196660375716
815887.451171875,-115.7160422556208
815963.7451171875,-100.6686794605074
816040.0390625,-100.62718568928585
816116.3330078125,-120.19956516326297
816192.626953125,-133.80668319648782
816268.9208984375,-131.14733458918585
816345.21484375,-131.1765524304904
816421.5087890625,-131.6138510360383
816497.802734375,-132.1489935248037
816574.0966796875,-132.7060255394282
816650.390625,-133.20766587569793
816726.6845703125,-133.33208442245686
816802.978515625,-131.42743177124262
816879.2724609375,-120.00074797239111
816955.56640625,-103.45449811832555
817031.8603515625,-101.70680721512042
817108.154296875,-118.78730813325501
817184.4482421875,-133.6510704187847
817260.7421875,-130.7782315524412
817337.0361328125,-130.67083434092882
817413.330078125,-130.93867180369114
817489.6240234375,-131.28420079298525
817565.91796875,-131.63891469812978
817642.2119140625,-131.95245954089194
817718.505859375,-132.04687889651106
817794.7998046875,-130.98201404043766
817871.09375,-123.06382063212645
817947.3876953125,-104.83555311210431
818023.681640625,-101.46320802794179
818099.9755859375,-115.92798689105386
818176.26953125,-132.62058919398126
818252.5634765625,-130.0054682033993
818328.857421875,-129.80834024200323
818405.1513671875,-129.92460298104075
818481.4453125,-130.09306399791936
818557.7392578125,-130.25823616508097
818634.033203125,-130.39709534977393
818710.3271484375,-130.45612640098253
818786.62109375,-130.14631805316176
818862.9150390625,-126.69096482708801
818939.208984375,-107.54338788063285
819015.5029296875,-102.5800174609247
819091.796875,-114.58306041003647
819168.0908203125,-130.81239793075338
819244.384765625,-129.50933177402277
819320.6787109375,-129.34013579605144
819396.97265625,-129.32812934959665
819473.2666015625,-129.33468447776983
819549.560546875,-129.33219659959968
819625.8544921875,-129.31519367590315
819702.1484375,-129.2843098055535
819778.4423828125,-129.2434985208295
819854.736328125,-128.97872874703455
819931.0302734375,-107.6972767565826
820007.32421875,-101.80567467558433
820083.6181640625,-110.74128280768232
820159.912109375,-128.81147396436512
820236.2060546875,-128.7607906734208
820312.5,-128.64506982651105
820388.7939453125,-128.52358413317017
820465.087890625,-128.39258022140098
820541.3818359375,-128.25118302430977
820617.67578125,-128.0989972980758
820693.9697265625,-127.9348888324833
820770.263671875,-127.7535625512911
820846.5576171875,-127.5128855930189
820922.8515625,-110.8765635721997
820999.1455078125,-104.27074802055424
821075.439453125,-110.4938285892503
821151.7333984375,-126.73083942986241
821228.02734375,-126.4244431411236
821304.3212890625,-126.1510909918631
821380.615234375,-125.86729227475556
821456.9091796875,-125.5665586612173
821533.203125,-125.24576875890354
821609.4970703125,-124.90036512991331
821685.791015625,-124.51796705292466
821762.0849609375,-124.04796980218325
821838.37890625,-123.1428819603318
821914.6728515625,-111.39712880222564
821990.966796875,-105.13144110109862
822067.2607421875,-108.13738198923163
822143.5546875,-121.96955750440122
822219.8486328125,-120.65121833339944
822296.142578125,-119.89605771251732
822372.4365234375,-119.14936563235001
822448.73046875,-118.36043447297891
822525.0244140625,-117.54587756393201
822601.318359375,-116.79690089147299
822677.6123046875,-116.46625305070592
822753.90625,-118.57652677641067
822830.2001953125,-114.96593853374124
822906.494140625,-82.20394420474376
822982.7880859375,-70.9035259990502
823059.08203125,-74.8654931213668
823135.3759765625,-101.23546873658523
823211.669921875,-127.83978276776051
823287.9638671875,-117.70116705285392
823364.2578125,-117.43227266754377
823440.5517578125,-118.13793218784511
823516.845703125,-119.0364606968478
823593.1396484375,-119.9467284112125
823669.43359375,-120.82326885086403
823745.7275390625,-121.69226031841117
823822.021484375,-122.85146937658006
823898.3154296875,-127.25061199270591
823974.609375,-108.0861799012036
824050.9033203125,-113.30056806876482
824127.197265625,-122.96009916587772
824203.4912109375,-126.01251181880454
824279.78515625,-126.83983469724961
824356.0791015625,-127.39575495377223
824432.373046875,-127.87797819567238
824508.6669921875,-128.32521634483652
824584.9609375,-128.74898694487365
824661.2548828125,-129.15754542064656
824737.548828125,-129.57383049095372
824813.8427734375,-130.10588182311122
824890.13671875,-127.35742157988344
824966.4306640625,-112.68318348362317
825042.724609375,-113.92451154855677
825119.0185546875,-128.33756854124678
825195.3125,-131.76919208898792
825271.6064453125,-132.14589440083546
825347.900390625,-132.43972704582103
825424.1943359375,-132.7183466144464
825500.48828125,-132.98800062501246
825576.7822265625,-133.24997587037694
825653.076171875,-133.50389640760267
825729.3701171875,-133.7439727232408
825805.6640625,-133.8994041713552
825881.9580078125,-130.68796370330875
825958.251953125,-116.32742660981224
826034.5458984375,-115.29197356459042
826110.83984375,-130.77456806965293
826187.1337890625,-134.99299163228335
826263.427734375,-134.9585742669294
826339.7216796875,-135.09801044977024
826416.015625,-135.27138488174162
826492.3095703125,-135.4476648138023
826568.603515625,-135.61934842046267
826644.8974609375,-135.78298072938207
826721.19140625,-135.9296406354179
826797.4853515625,-136.0084696715427
826873.779296875,-135.42023205629533
826950.0732421875,-136.20843663979724
827026.3671875,-127.88983760618609
827102.6611328125,-138.6617037794635
827178.955078125,-136.69528480610344
827255.2490234375,-136.67782958791875
827331.54296875,-136.77296102095755
827407.8369140625,-136.8824653212095
827484.130859375,-136.99168328230297
827560.4248046875,-137.09721899309412
827636.71875,-137.19585119102055
827713.0126953125,-137.2747480359234
827789.306640625,-137.2615792975992
827865.6005859375,-136.43018522831343
827941.89453125,-132.97261610145847
828018.1884765625,-124.12403489559914
828094.482421875,-142.7914254033397
828170.7763671875,-137.69679444585103
828247.0703125,-137.43673639980645
828323.3642578125,-137.43662595886912
828399.658203125,-137.46810742362527
828475.9521484375,-137.49882877169316
828552.24609375,-137.5236032927825
828628.5400390625,-137.5490450449638
828704.833984375,-137.61181866530717
828781.1279296875,-137.9124798251658
828857.421875,-140.48399048755303
828933.7158203125,-115.99327791708254
829010.009765625,-111.5304866556512
829086.3037109375,-119.88800083961283
829162.59765625,-137.4911793141323
829238.8916015625,-138.75389310127136
829315.185546875,-138.93107022858788
829391.4794921875,-138.95134394520804
829467.7734375,-138.94421520494197
829544.0673828125,-138.93583585099262
829620.361328125,-138.9332148647984
829696.6552734375,-138.9431777952766
829772.94921875,-138.99412898729994
829849.2431640625,-139.24132559476192
829925.537109375,-109.8638159675857
830001.8310546875,-102.93461678722224
830078.125,-110.63655933051564
830154.4189453125,-138.98647445817085
830230.712890625,-139.25309258142983
830307.0068359375,-139.3131943777252
830383.30078125,-139.36331116451436
830459.5947265625,-139.4184559695672
830535.888671875,-139.47854902631525
830612.1826171875,-139.53351642532914
830688.4765625,-139.5420399474426
830764.7705078125,-139.28668657956715
830841.064453125,-136.4920203653786
830917.3583984375,-107.07446635669164
830993.65234375,-98.46291013707571
831069.9462890625,-104.43566984167008
831146.240234375,-139.62438102757687
831222.5341796875,-138.33152332279684
831298.828125,-137.93851331250573
831375.1220703125,-137.99566264997526
831451.416015625,-138.13731321351167
831527.7099609375,-138.29095279384316
831604.00390625,-138.42869916517918
831680.2978515625,-138.49106024773715
831756.591796875,-138.20338522261022
831832.8857421875,-135.7055799498057
831909.1796875,-115.44759058501415
831985.4736328125,-105.52867594342723
832061.767578125,-109.5703401164304
832138.0615234375,-140.30701146923062
832214.35546875,-136.845865152291
832290.6494140625,-136.21138082373588
832366.943359375,-136.15536128125814
832443.2373046875,-136.18522133788048
832519.53125,-136.21336089629142
832595.8251953125,-136.2233608131042
832672.119140625,-136.22590752795998
832748.4130859375,-136.2905753543946
832824.70703125,-136.65847883684668
832901.0009765625,-122.84949329772006
832977.294921875,-109.88794477517105
833053.5888671875,-113.00741739930267
833129.8828125,-132.3511262973584
833206.1767578125,-136.35973089766617
833282.470703125,-136.44709383861309
833358.7646484375,-136.36491076842273
833435.05859375,-136.2402755933522
833511.3525390625,-136.08976148991195
833587.646484375,-135.92643577297866
833663.9404296875,-135.79313347100248
833740.234375,-135.88735745399117
833816.5283203125,-137.43363855178228
833892.822265625,-124.20119853095768
833969.1162109375,-108.0025841609123
834045.41015625,-109.82254118396406
834121.7041015625,-126.85532429863535
834197.998046875,-136.32973158667184
834274.2919921875,-137.26933028457879
834350.5859375,-137.19838342836874
834426.8798828125,-136.94803784820698
834503.173828125,-136.6503765133808
834579.4677734375,-136.34489300239753
834655.76171875,-136.0858595237595
834732.0556640625,-136.09481930878178
834808.349609375,-137.67365342139135
834884.6435546875,-125.59940292451573
834960.9375,-106.86530408292428
835037.2314453125,-107.02739461216859
835113.525390625,-122.49780212109862
835189.8193359375,-136.0903160692401
835266.11328125,-137.49387332178017
835342.4072265625,-137.37410482652683
835418.701171875,-137.02734789082518
835494.9951171875,-136.6219984792656
835571.2890625,-136.21027948146997
835647.5830078125,-135.8672096687575
835723.876953125,-135.89170033055356
835800.1708984375,-138.41336096358458
835876.46484375,-128.17016123734328
835952.7587890625,-105.21978053884212
836029.052734375,-103.87325191308199
836105.3466796875,-117.26254359160413
836181.640625,-135.765900068889
836257.9345703125,-140.51345392487963
836334.228515625,-140.8225837795573
836410.5224609375,-140.17836401311754
836486.81640625,-139.4026633765238
836563.1103515625,-138.67184865385747
836639.404296875,-138.07846804455735
836715.6982421875,-137.9331871779377
836791.9921875,-140.4451832115756
836868.2861328125,-131.29731928952134
836944.580078125,-104.48014124024489
837020.8740234375,-101.4508914257249
837097.16796875,-113.17689022546998
837173.4619140625,-136.39616256249138
837249.755859375,-144.4094921943955
837326.0498046875,-145.50560368385473
837402.34375,-144.67135899569269
837478.6376953125,-143.60386731875292
837554.931640625,-142.63835903932136
837631.2255859375,-141.8590265643902
837707.51953125,-141.4849642501871
837783.8134765625,-142.75783312544428
837860.107421875,-134.77451361094464
837936.4013671875,-104.26601395747002
838012.6953125,-99.49752515768166
838088.9892578125,-109.59914461669541
838165.283203125,-138.3839772981713
838241.5771484375,-143.16842512124276
838317.87109375,-143.0543485326695
838394.1650390625,-142.96937561637432
838470.458984375,-142.89728444732188
838546.7529296875,-142.8173646231961
838623.046875,-142.71872094488685
838699.3408203125,-142.52962401600237
838775.634765625,-141.8614994333802
838851.9287109375,-138.11011153548753
838928.22265625,-108.52036223826295
839004.5166015625,-101.77376455716008
839080.810546875,-110.47204308662374
839157.1044921875,-143.11565878770145
839233.3984375,-139.9950097985892
839309.6923828125,-139.6259888804428
839385.986328125,-139.57197704842667
839462.2802734375,-139.57608938906984
839538.57421875,-139.58757508125265
839614.8681640625,-139.5866142015967
839691.162109375,-139.532643357032
839767.4560546875,-139.21518091554407
839843.75,-136.4524244189284
839920.0439453125,-102.87851922998284
839996.337890625,-94.79385594651737
840072.6318359375,-101.34868222030462
840148.92578125,-139.6435861910797
840225.2197265625,-137.68590410334028
840301.513671875,-137.23165160664402
840377.8076171875,-137.11847598352057
840454.1015625,-137.05132620965313
840530.3955078125,-136.97417130651291
840606.689453125,-136.88070525170014
840682.9833984375,-136.7982251584306
840759.27734375,-136.8633668446904
840835.5712890625,-137.1265738312103
840911.865234375,-112.40675207878064
840988.1591796875,-102.27173696313736
841064.453125,-107.36870130172322
841140.7470703125,-133.22757722645753
841217.041015625,-136.5311222508248
841293.3349609375,-136.44859056990944
841369.62890625,-136.25046661572898
841445.9228515625,-136.01177970600534
841522.216796875,-135.7423244525916
841598.5107421875,-135.465062543278
841674.8046875,-135.26958594434663
841751.0986328125,-135.58336266248514
841827.392578125,-138.9699441270008
841903.6865234375,-113.13583157025178
841979.98046875,-100.7238925827163
842056.2744140625,-104.3637560981236
842132.568359375,-126.61463132819678
842208.8623046875,-136.8152071444968
842285.15625,-137.79901883776864
842361.4501953125,-137.60609869126574
842437.744140625,-137.21108266234492
842514.0380859375,-136.7605747268486
842590.33203125,-136.31048378682155
842666.6259765625,-135.95517368400942
842742.919921875,-136.09487238534084
842819.2138671875,-139.49816394721506
842895.5078125,-118.02091403448266
842971.8017578125,-103.14599425195712
843048.095703125,-105.29249592045731
843124.3896484375,-124.2222280838824
843200.68359375,-136.7425578691991
843276.9775390625,-138.30282787004228
843353.271484375,-138.03131476002056
843429.5654296875,-137.45606696375685
843505.859375,-136.81784795884084
843582.1533203125,-136.19870590180875
843658.447265625,-135.72592178889832
843734.7412109375,-135.9395218190345
843811.03515625,-142.0392228738256
843887.3291015625,-118.84722153595904
843963.623046875,-101.4289154602981
844039.9169921875,-101.98129619891718
844116.2109375,-118.75326076844209
844192.5048828125,-137.52842963565297
844268.798828125,-144.02080382011155
844345.0927734375,-144.16582869643284
844421.38671875,-142.91023999101415
844497.6806640625,-141.5543668080143
844573.974609375,-140.35978224906856
844650.2685546875,-139.45729886606074
844726.5625,-139.3708402105387
844802.8564453125,-145.32580678826514
844879.150390625,-123.8930639418065
844955.4443359375,-103.56567192492632
845031.73828125,-102.53403160682146
845108.0322265625,-117.14679294292539
845184.326171875,-139.25231784668782
845260.6201171875,-150.68516507370572
845336.9140625,-151.92789445214765
845413.2080078125,-149.48347718132436
845489.501953125,-147.1304497381073
845565.7958984375,-145.28208347639244
845642.08984375,-143.93837477103784
845718.3837890625,-143.4769068737913
845794.677734375,-147.14935077974283
845870.9716796875,-129.1764474680711
845947.265625,-105.66003455490977
846023.5595703125,-103.00124195448247
846099.853515625,-115.67818039410639
846176.1474609375,-141.04792896367908
846252.44140625,-147.826342600253
846328.7353515625,-147.82548351617737
846405.029296875,-147.94777583447464
846481.3232421875,-147.87826888266898
846557.6171875,-147.55372616919087
846633.9111328125,-147.02461158785206
846710.205078125,-146.33780534290884
846786.4990234375,-144.50921068784166
846862.79296875,-131.33879146364626
846939.0869140625,-105.47711207724402
847015.380859375,-101.05850345596382
847091.6748046875,-112.07813401647867
847167.96875,-143.31795455006278
847244.2626953125,-140.47181367713742
847320.556640625,-139.81622420878517
847396.8505859375,-139.86626070559115
847473.14453125,-140.02062904346406
847549.4384765625,-140.1595150660054
847625.732421875,-140.2504839733385
847702.0263671875,-140.25906560211712
847778.3203125,-139.9912931108366
847854.6142578125,-136.38414717282413
847930.908203125,-107.15837136057564
848007.2021484375,-101.10993763490464
848083.49609375,-110.21779030255578
848159.7900390625,-140.04308490657132
848236.083984375,-139.03724376463367
848312.3779296875,-138.77155797232237
848388.671875,-138.7180943289231
848464.9658203125,-138.68860972967383
848541.259765625,-138.6470420218362
848617.5537109375,-138.5895097565543
848693.84765625,-138.52697652205893
848770.1416015625,-138.5153393483709
848846.435546875,-139.0119515308363
848922.7294921875,-108.9212167283315
848999.0234375,-100.94927834675534
849075.3173828125,-108.50264223122572
849151.611328125,-137.5450969730344
849227.9052734375,-137.93770376402065
849304.19921875,-137.81072423115734
849380.4931640625,-137.60073902946235
849456.787109375,-137.35990741938596
849533.0810546875,-137.10160482716395
849609.375,-136.84765333353693
849685.6689453125,-136.68459683901543
849761.962890625,-137.0499867418512
849838.2568359375,-141.82060010293407
849914.55078125,-108.55439525458249
849990.8447265625,-98.83071485101843
850067.138671875,-104.60824053513888
850143.4326171875,-131.78965419980665
850219.7265625,-137.840567302703
850296.0205078125,-138.34095873847616
850372.314453125,-137.99887375016183
850448.6083984375,-137.5031490487513
850524.90234375,-136.9830683625394
850601.1962890625,-136.49266113724312
850677.490234375,-136.15970092066848
850753.7841796875,-136.61318819033346
850830.078125,-146.03618314568172
850906.3720703125,-111.31799581471994
850982.666015625,-99.55289560473035
851058.9599609375,-103.73973071780064
851135.25390625,-127.06285389038283
851211.5478515625,-138.5672402890515
851287.841796875,-140.63962049082667
851364.1357421875,-140.1608448580839
851440.4296875,-139.23915046133115
851516.7236328125,-138.3021203880471
851593.017578125,-137.4607225820102
851669.3115234375,-136.88135826978592
851745.60546875,-137.37794144670298
851821.8994140625,-154.9371049878278
851898.193359375,-112.96625429735198
851974.4873046875,-99.17668837340442
852050.78125,-101.70969809895905
852127.0751953125,-122.47775898927867
852203.369140625,-140.83308309975794
852279.6630859375,-148.18086469622207
852355.95703125,-147.49184839472326
852432.2509765625,-145.29648086291897
852508.544921875,-143.2811156607782
852584.8388671875,-141.64931809938136
852661.1328125,-140.5313100139978
852737.4267578125,-140.8217077015839
852813.720703125,-154.84357606309666
852890.0146484375,-116.85748941214874
852966.30859375,-100.86328381241606
853042.6025390625,-101.78026048028507
853118.896484375,-120.01420673874281
853195.1904296875,-143.79844188759589
853271.484375,-153.50923418269304
853347.7783203125,-153.955917512494
853424.072265625,-156.20445648657977
853500.3662109375,-153.95373806352842
853576.66015625,-150.2481153205579
853652.9541015625,-147.67536000107
853729.248046875,-147.19894580297748
853805.5419921875,-145.92816973813365
853881.8359375,-120.65947960895551
853958.1298828125,-102.45508729130323
854034.423828125,-101.72288939079277
854110.7177734375,-117.7762471347974
854187.01171875,-145.8711088368313
854263.3056640625,-142.27981800353368
854339.599609375,-141.94049450455964
854415.8935546875,-142.7748915060805
854492.1875,-143.8399671413224
854568.4814453125,-144.831432779999
854644.775390625,-145.4483079890008
854721.0693359375,-145.1485732436019
854797.36328125,-140.65120704626455
854873.6572265625,-123.44303484855529
854949.951171875,-102.99884625339035
855026.2451171875,-100.59792010054323
855102.5390625,-114.62276120368033
855178.8330078125,-143.51255658876792
855255.126953125,-136.88521429200804
855331.4208984375,-136.28634713085862
855407.71484375,-136.41315592321172
855484.0087890625,-136.6296462432771
855560.302734375,-136.81434995869049
855636.5966796875,-136.97990473535464
855712.890625,-137.31923133495255
855789.1845703125,-139.09556803301925
855865.478515625,-138.3884485701287
855941.7724609375,-107.37252465635267
856018.06640625,-103.8898158096033
856094.3603515625,-114.84030084486821
856170.654296875,-137.8840722676182
856246.9482421875,-144.87717529640588
856323.2421875,-146.57691729350856
856399.5361328125,-146.85259763484612
856475.830078125,-146.86868670409777
856552.1240234375,-146.89495170425437
856628.41796875,-146.9083596853573
856704.7119140625,-146.525246854738
856781.005859375,-144.07132147947667
856857.2998046875,-134.0608260989131
856933.59375,-106.14098542012569
857009.8876953125,-100.54526703706432
857086.181640625,-110.4042649609169
857162.4755859375,-149.75400697176053
857238.76953125,-140.0352927407294
857315.0634765625,-139.34176398034322
857391.357421875,-139.3675725630934
857467.6513671875,-139.51453459180132
857543.9453125,-139.66905548191357
857620.2392578125,-139.80220106549783
857696.533203125,-139.89344656606596
857772.8271484375,-139.8599959493215
857849.12109375,-139.03788319433627
857925.4150390625,-111.88529386849156
858001.708984375,-104.38436623371999
858078.0029296875,-112.62689102197272
858154.296875,-140.43124792574395
858230.5908203125,-139.60505536766763
858306.884765625,-139.4763509399073
858383.1787109375,-139.41934967050233
858459.47265625,-139.36093924168532
858535.7666015625,-139.28914180425346
858612.060546875,-139.21235218280162
858688.3544921875,-139.18129116426047
858764.6484375,-139.46069812614576
858840.9423828125,-142.60039184703152
858917.236328125,-113.29431175977061
858993.5302734375,-103.98768833094515
859069.82421875,-110.47174040731961
859146.1181640625,-136.67596173329048
859222.412109375,-140.36820492490432
859298.7060546875,-140.78260577181163
859375,-140.67258859977986
859451.2939453125,-140.4563242461569
859527.587890625,-140.21771352722297
859603.8818359375,-139.98916709918265
859680.17578125,-139.84268902534896
859756.4697265625,-140.129530383874
859832.763671875,-144.00760021522018
859909.0576171875,-118.209432362537
859985.3515625,-106.86010585523263
860061.6455078125,-111.7287928818554
860137.939453125,-134.45258529375172
860214.2333984375,-141.5197803245185
860290.52734375,-142.53866619951333
860366.8212890625,-142.48100088647018
860443.115234375,-142.21615928663553
860519.4091796875,-141.9153931756927
860595.703125,-141.62384358125098
860671.9970703125,-141.394711084621
860748.291015625,-141.45671660076187
860824.5849609375,-142.54081285947598
860900.87890625,-121.88565830770513
860977.1728515625,-108.87315095551597
861053.466796875,-111.92133105035609
861129.7607421875,-133.1317333050202
861206.0546875,-141.86484547778244
861282.3486328125,-142.35647711203413
861358.642578125,-142.35944948196754
861434.9365234375,-142.2820966250712
861511.23046875,-142.16193351823935
861587.5244140625,-142.01216433792948
861663.818359375,-141.85898819272742
861740.1123046875,-141.8077415831807
861816.40625,-141.21911236968594
861892.7001953125,-122.98718056207086
861968.994140625,-108.26571215198129
862045.2880859375,-109.55552328759809
862121.58203125,-129.21767670286505
862197.8759765625,-141.4701163628575
862274.169921875,-140.86704419097717
862350.4638671875,-140.8039841077154
862426.7578125,-140.8748738367732
862503.0517578125,-140.93830146468858
862579.345703125,-140.97185686414986
862655.6396484375,-141.00469835398133
862731.93359375,-141.19713973235994
862808.2275390625,-142.28563687228254
862884.521484375,-130.21937805878184
862960.8154296875,-112.1542876888584
863037.109375,-112.15181401442044
863113.4033203125,-128.09188221070085
863189.697265625,-142.80029816843629
863265.9912109375,-144.35495767895935
863342.28515625,-144.90032511064604
863418.5791015625,-145.43508417140464
863494.873046875,-146.02631313524407
863571.1669921875,-146.65584486839694
863647.4609375,-147.1199042160437
863723.7548828125,-146.48939629254383
863800.048828125,-141.19096299335123
863876.3427734375,-124.79073239925363
863952.63671875,-105.76904737764283
864028.9306640625,-103.7890395743893
864105.224609375,-118.86684721887
864181.5185546875,-144.29862649299605
864257.8125,-137.89647605610216
864334.1064453125,-137.47363128232445
864410.400390625,-137.70196285261386
864486.6943359375,-138.05132101656088
864562.98828125,-138.40904249354668
864639.2822265625,-138.72620518026673
864715.576171875,-138.88517911978684
864791.8701171875,-138.2649039178034
864868.1640625,-132.30919604238974
864944.4580078125,-113.96065355320013
865020.751953125,-109.9566926252583
865097.0458984375,-123.63431193903497
865173.33984375,-139.74442678282415
865249.6337890625,-137.6742274924385
865325.927734375,-137.50528020835546
865402.2216796875,-137.5855391388126
865478.515625,-137.70071334644268
865554.8095703125,-137.80845814471542
865631.103515625,-137.90502285902102
865707.3974609375,-138.0141816503796
865783.69140625,-138.26531348631312
865859.9853515625,-139.30283351374447
865936.279296875,-117.20272892060581
866012.5732421875,-112.8630487767405
866088.8671875,-122.22916676328083
866165.1611328125,-138.22084387324009
866241.455078125,-138.92282368363604
866317.7490234375,-139.02342228631124
866394.04296875,-139.05173413072447
866470.3369140625,-139.0655540853395
866546.630859375,-139.07644591740805
866622.9248046875,-139.0877561040693
866699.21875,-139.10283325363514
866775.5126953125,-139.13409542056402
866851.806640625,-139.15014224652464
866928.1005859375,-115.65899387031132
867004.39453125,-109.22518263194664
867080.6884765625,-117.491853606744
867156.982421875,-139.1549666211049
867233.2763671875,-139.29003999475356
867309.5703125,-139.32251382081392
